star_id,mission,label,orbital_period,transit_duration,transit_depth,planet_radius,impact_parameter,transit_snr,mes,stellar_teff,stellar_logg,stellar_radius,mag
11460462,Kepler,CONFIRMED,5.03728033,2.0619,76.3,1.55,0.96,,,6387.0,4.271,1.381,12.189
8612275,Kepler,CONFIRMED,3.289726319,2.3274,234.9,1.37,0.052,,,5463.0,4.492,0.91,14.866
7207061,Kepler,CONFIRMED,15.94248453,3.4894,1093.7,2.62,0.022,,,5376.0,4.576,0.806,15.886
7286911,Kepler,CONFIRMED,11.55562042,1.6758,441.5,2.11,0.874,,,5420.0,4.555,0.85,14.816
8591173,Kepler,CONFIRMED,12.2885046,2.807,342.1,3.22,0.632,,,5109.0,3.96,1.671,14.414
6962109,Kepler,CONFIRMED,17.13263125,3.0555,850.2,2.31,0.298,,,5477.0,4.578,0.794,15.842
5706595,Kepler,CONFIRMED,19.0231361,3.431,401.6,2.04,0.698,,,5569.0,4.459,0.954,15.198
10489345,Kepler,CONFIRMED,1.003931703,1.4361,491.1,1.6,0.023,,,4949.0,4.552,0.741,15.942
11774303,Kepler,FALSE_POSITIVE,0.614083885,0.9817,389.5,2.55,0.106,,,6521.0,4.352,1.276,15.177
10329469,Kepler,CONFIRMED,55.8224775,5.457,879.6,2.13,0.031,,,5162.0,4.611,0.736,15.624
9654875,Kepler,CANDIDATE,1.34145255,7.502,26.6,1.31,0.68,,,7495.0,3.926,2.389,12.783
9717943,Kepler,CONFIRMED,6.11010439,2.314,59.7,0.93,0.284,,,6213.0,4.387,1.195,12.716
8026752,Kepler,CONFIRMED,4.286866229,4.4726,1321.9,4.14,0.757,,,6228.0,4.441,1.049,14.982
1872821,Kepler,CONFIRMED,10.27380957,3.252,352.8,1.68,0.125,,,5806.0,4.528,0.899,14.909
8013439,Kepler,CONFIRMED,13.39155154,3.391,48.9,1.58,0.539,,,6197.0,3.837,2.188,10.421
6921944,Kepler,CONFIRMED,4.421566535,2.1229,684.0,2.19,0.869,,,4299.0,4.604,0.697,15.18
9532052,Kepler,CONFIRMED,15.72585941,3.8284,1313.1,2.69,0.122,,,5332.0,4.597,0.755,16.144
8164012,Kepler,CONFIRMED,1.252753881,2.1472,200.0,2.44,0.4,,,5907.0,4.041,1.705,14.69
4140813,Kepler,CONFIRMED,13.36019864,2.788,699.9,1.84,0.534,,,4500.0,4.638,0.688,15.637
8611781,Kepler,CONFIRMED,76.957056,9.551,367.1,2.09,0.638,,,5878.0,4.363,1.041,14.353
3097926,Kepler,CANDIDATE,14.97974335,4.126,1211.8,3.79,0.93,,,5062.0,4.481,0.853,15.549
10518424,Kepler,CANDIDATE,6.7445683,3.813,86.6,0.86,0.1199,,,6106.0,4.496,0.923,15.319
5730445,Kepler,CANDIDATE,33.35859852,2.286,1825.9,4.44,0.937,,,5009.0,4.515,0.799,15.253
5601258,Kepler,CONFIRMED,8.84784273,2.0572,460.2,1.15,0.047,,,3867.0,4.718,0.552,14.911
7960980,Kepler,CONFIRMED,9.98970266,3.7,988.4,2.48,0.005,,,5265.0,4.58,0.81,15.909
8107225,Kepler,CONFIRMED,5.63252508,2.1448,634.4,2.04,0.455,,,5216.0,4.58,0.804,14.353
3458028,Kepler,CONFIRMED,1.442592305,2.9698,166.0,2.67,0.207,,,7216.0,3.983,2.043,11.558
3342794,Kepler,CONFIRMED,14.17222858,2.6297,246.8,2.39,0.869,,,5845.0,4.2,1.314,13.776
5716932,Kepler,CONFIRMED,56.4931698,8.704,411.9,4.43,0.707,,,6160.0,3.976,2.046,13.524
11288051,Kepler,CONFIRMED,13.82142084,3.985,765.2,2.2,0.904,,,4983.0,4.66,0.651,14.139
7515670,Kepler,FALSE_POSITIVE,2.30367952,3.0898,136.4,1.3,0.964,,,6191.0,4.546,0.865,15.206
11566256,Kepler,CONFIRMED,5.78387049,1.3966,413.3,2.07,0.227,,,6063.0,4.476,1.012,15.049
8495415,Kepler,CONFIRMED,11.08507658,1.751,771.8,2.5,0.819,,,5080.0,4.538,0.793,15.938
4055304,Kepler,CONFIRMED,0.571038347,1.1267,242.1,1.65,0.876,,,5132.0,4.457,0.886,14.098
4857213,Kepler,CONFIRMED,8.77425786,2.2245,239.6,1.75,0.917,,,5146.0,4.445,0.905,13.714
9415108,Kepler,CONFIRMED,4.51005082,2.1533,294.8,1.74,0.115,,,5362.0,4.352,1.032,14.979
4262581,Kepler,CONFIRMED,37.6468519,6.344,427.4,5.37,0.008,,,5443.0,3.74,2.652,14.288
8591693,Kepler,CONFIRMED,29.4557841,3.451,533.8,2.19,0.018,,,6036.0,4.491,0.949,14.385
4833421,Kepler,CONFIRMED,12.466004437,5.0066,2232.1,5.65,0.209,,,6038.0,4.284,1.191,14.247
8282651,Kepler,CONFIRMED,2.361724472,1.2167,587.0,1.53,0.009,,,4478.0,4.615,0.651,15.658
3548044,Kepler,CONFIRMED,34.7630543,4.309,293.7,1.75,0.731,,,5670.0,4.387,0.95,13.865
11401767,Kepler,CONFIRMED,20.0545282,7.173,305.4,2.63,0.939,,,6056.0,4.332,1.209,14.881
10909127,Kepler,CONFIRMED,3.17059731,1.6686,325.4,1.69,0.793,,,5431.0,4.563,0.843,15.353
3661886,Kepler,CONFIRMED,27.0142622,5.385,287.6,2.0,0.009,,,5949.0,4.303,1.184,13.86
2439243,Kepler,CONFIRMED,26.0203329,4.965,1164.4,4.53,0.704,,,5624.0,4.218,1.244,15.889
9221517,Kepler,CONFIRMED,0.769854899,1.0243,109.6,0.93,0.705,,,5173.0,4.55,0.822,13.829
6751874,Kepler,CONFIRMED,6.89226333,2.4921,214.4,2.13,0.061,,,5862.0,4.148,1.463,14.207
