iter	MultiClass
117	0.6295988933
118	0.6289443751
119	0.6285056949
120	0.6278559253
121	0.6270162214
122	0.6265143097
123	0.6259472161
124	0.6253532956
125	0.6246840569
126	0.6240239537
127	0.6234365495
128	0.6229344141
129	0.6223059032
130	0.6218934192
131	0.6217551115
132	0.6211787782
133	0.6205497042
134	0.6198306064
135	0.6193270874
136	0.6186858148
137	0.6182040056
138	0.6175847577
139	0.6170626344
140	0.6164588284
141	0.615940612
142	0.6152166786
143	0.614907912
144	0.6142312279
145	0.6136298364
146	0.6132285202
147	0.6126496655
148	0.6121264534
149	0.6116287228
150	0.6112741931
151	0.6105966106
152	0.6101936835
153	0.609743171
154	0.6089692084
155	0.6083380387
156	0.6075969904
157	0.6069706391
158	0.6062756979
159	0.6058925495
160	0.6053454889
161	0.6049996834
162	0.6045595985
163	0.6040054969
164	0.6036613724
165	0.6031981627
166	0.6026245712
167	0.6020383145
168	0.6013543785
169	0.6008628309
170	0.6003807713
171	0.5995909018
172	0.5990647245
173	0.5987286717
174	0.5983496469
175	0.5978459468
176	0.5972417531
177	0.5968303549
178	0.5963410705
179	0.595905178
180	0.5954532422
181	0.5947068839
182	0.5942072686
183	0.5938471959
184	0.5933959178
185	0.5929690745
186	0.59251381
187	0.5921746964
188	0.5917509919
189	0.5914645204
190	0.590890075
191	0.5905833436
192	0.5901945014
193	0.5897811006
194	0.5892954465
195	0.5889004064
196	0.5885605683
197	0.588278771
198	0.5877856551
199	0.5874506572
200	0.5871005066
201	0.5866768972
202	0.5861108153
203	0.5855430237
204	0.5852245762
205	0.5849506481
206	0.5846581133
207	0.584219434
208	0.5836866603
209	0.5833876868
210	0.5831032716
211	0.5827513556
212	0.5821579761
213	0.5818948007
214	0.5814517487
215	0.5812105799
216	0.5808192274
217	0.5804415592
218	0.5799900965
219	0.5796867624
220	0.5791188298
221	0.5787929668
222	0.5784555332
223	0.5780449081
224	0.5777377992
225	0.577416205
226	0.5771489124
227	0.5767667306
228	0.5764761221
229	0.5759782906
230	0.5755679303
231	0.5750800154
232	0.5746435449
233	0.5743058481
234	0.5739256402
235	0.5735746262
236	0.573234185
237	0.5727587515
238	0.5721999899
239	0.5718435251
240	0.5715489417
241	0.5710878942
242	0.5707413345
243	0.5703599098
244	0.5699181815
245	0.5692806606
246	0.5688580579
247	0.5686584073
248	0.5682337093
249	0.5677689363
250	0.5673332754
251	0.5670367487
252	0.5665070791
253	0.5661276582
254	0.5658420704
255	0.5655210133
256	0.5653501137
257	0.5648739601
258	0.5644427776
259	0.5640469359
260	0.5634870823
261	0.5631820904
262	0.5628025724
263	0.5624740694
264	0.5620777878
265	0.5617643027
266	0.5612411854
267	0.560760089
268	0.5604683869
269	0.5601706464
270	0.5595745359
271	0.5592860449
272	0.558904897
273	0.5586831304
274	0.558298719
275	0.5580431231
276	0.5576928008
277	0.5574055237
278	0.5572052849
279	0.5567402534
280	0.5564322811
281	0.5561169924
282	0.5557738964
283	0.5553326951
284	0.5550278503
285	0.5547219011
286	0.554372598
287	0.5540122054
288	0.55372571
289	0.5533268558
290	0.5529418162
291	0.552672949
292	0.5521625474
293	0.5518268153
294	0.5515966774
295	0.5512433324
296	0.5509798394
297	0.5506569493
298	0.5504617166
299	0.5501663979
300	0.5497019418
301	0.5493950403
302	0.5488650387
303	0.5486471654
304	0.5483810351
305	0.5481734419
306	0.5478998012
307	0.5474915864
308	0.5471696132
309	0.5469183651
310	0.5465064815
311	0.5461934265
312	0.5456960211
313	0.5452968027
314	0.545054023
315	0.5447281955
316	0.5445221405
317	0.5441564666
318	0.5437419942
319	0.5433853516
320	0.5431674215
321	0.542864064
322	0.542702421
323	0.54227444
324	0.5419946991
325	0.5415830403
326	0.5413033338
327	0.5408499413
328	0.540537693
329	0.540266934
330	0.5400575939
331	0.5397184228
332	0.5393467742
333	0.5389979871
334	0.5387245582
335	0.5385517296
336	0.5382561626
337	0.5379036245
338	0.5376338611
339	0.5374003626
340	0.5371463344
341	0.5369064694
342	0.5365001703
343	0.5361035653
344	0.5358276724
345	0.5355436065
346	0.5353072709
347	0.5351718289
348	0.5350102659
349	0.5346137308
350	0.5343902621
351	0.5340437624
352	0.5337191482
353	0.5334641094
354	0.5329880492
355	0.5325849859
356	0.5322990172
357	0.5319658466
358	0.5316348822
359	0.5313067637
360	0.5310297742
361	0.5306194152
362	0.5303572396
363	0.5301946203
364	0.5299797616
365	0.5297157158
366	0.5294124041
367	0.5291419821
368	0.5289207738
369	0.5287614421
370	0.5283966172
371	0.5277369898
372	0.5274842181
373	0.5272491936
374	0.5270623559
375	0.526732015
376	0.5264538207
377	0.5261416454
378	0.5259324387
379	0.5256484871
380	0.525346077
381	0.5251082449
382	0.5248293739
383	0.5245626914
384	0.5242028136
385	0.5240046551
386	0.5236410643
387	0.5232836967
388	0.523013837
389	0.5227934942
390	0.5225192162
391	0.5222597633
392	0.5219027846
393	0.5215582407
394	0.5213607801
395	0.5210853184
396	0.5208933226
397	0.5206621765
398	0.5204128506
399	0.5200857928
400	0.5197786801
401	0.519615839
402	0.5192470328
403	0.51889877
404	0.5184732573
405	0.5180569776
406	0.5176233207
407	0.5173707799
408	0.5170951118
409	0.5167481281
410	0.516436892
411	0.5161528203
412	0.5158994023
413	0.5156587653
414	0.515321756
415	0.5150946667
416	0.514865365
417	0.5145471295
418	0.5141699833
419	0.5138935689
420	0.5134840109
421	0.5132784266
422	0.5129963466
423	0.5127469428
424	0.5125467823
425	0.512361701
426	0.5121033598
427	0.5117970618
428	0.5114739595
429	0.5113138973
430	0.5110605387
431	0.510768589
432	0.5105870076
433	0.5104594095
434	0.5102417126
435	0.5099943674
436	0.5096644797
437	0.5094268234
438	0.5090818067
439	0.5088757605
440	0.5085550765
441	0.5081300784
442	0.5078615722
443	0.5074850659
444	0.5072391115
445	0.50705335
446	0.5068046841
447	0.5065195651
448	0.5062044606
449	0.5059618699
450	0.5058115468
451	0.5055513168
452	0.5053068325
453	0.5049383157
454	0.504731281
455	0.504364898
456	0.5040932473
457	0.503925712
458	0.5036597491
459	0.5031868008
460	0.5029577964
461	0.5025749503
462	0.5022976796
463	0.5020383692
464	0.5018234038
465	0.5015539178
466	0.5013400666
467	0.5011396205
468	0.5010211099
469	0.5008324765
470	0.5005405184
471	0.5003119134
472	0.4999782675
473	0.4996526765
474	0.4995383652
475	0.4993679092
476	0.4990873209
477	0.4987847867
478	0.4984191876
479	0.4981166662
480	0.4979136093
481	0.4975323577
482	0.4972715595
483	0.4970494746
484	0.49666011
485	0.4963298275
486	0.4960634819
487	0.4958620571
488	0.495685164
489	0.4955081111
490	0.4952183378
491	0.4948126997
492	0.4945563895
493	0.4943739687
494	0.4940872755
495	0.4938362511
496	0.4936543496
497	0.4933435475
498	0.4931475359
499	0.4928997277
500	0.4926408477
501	0.4923842907
502	0.4921026029
503	0.491909686
504	0.491668422
505	0.4914244223
506	0.4911978044
507	0.4909308223
508	0.4906229257
509	0.4902394686
510	0.4900744856
511	0.4898984192
512	0.4895152462
513	0.4893986618
514	0.4891308783
515	0.4888983496
516	0.4886617433
517	0.4883437359
518	0.4880356275
519	0.4878403459
520	0.487669746
521	0.4873848565
522	0.4870120312
523	0.4868554671
524	0.4866810367
525	0.4863560966
526	0.486093152
527	0.4859340615
528	0.4856450959
529	0.4854406392
530	0.4850769716
531	0.4848385362
532	0.4845766013
533	0.4844682849
534	0.4843215451
535	0.4839465756
536	0.4835973971
537	0.4832969654
538	0.4828966682
539	0.4824891319
540	0.4821933605
541	0.482020255
542	0.4816668453
543	0.4811606042
544	0.4809897855
545	0.4807945278
546	0.4805639714
547	0.4803820327
548	0.4802316428
549	0.4800606592
550	0.4797696419
551	0.479395962
552	0.4791713759
553	0.4788413165
554	0.4786754531
555	0.4784554094
556	0.478147359
557	0.4779387451
558	0.4776747737
559	0.4775236815
560	0.4772783836
561	0.4771363463
562	0.4770050627
563	0.4768873154
564	0.4767191305
565	0.4766192606
566	0.4764536528
567	0.4761978829
568	0.4759600907
569	0.4757050482
570	0.4754920979
571	0.4751744995
572	0.4749179091
573	0.4747347884
574	0.4744927746
575	0.4743649901
576	0.4740354562
577	0.4739213972
578	0.4737870914
579	0.473489507
580	0.4732562028
581	0.4729865903
582	0.4727687983
583	0.4723557211
584	0.4720844372
585	0.4719020587
586	0.4717487033
587	0.4715124307
588	0.4713065249
589	0.4711483142
590	0.471003532
591	0.4707592864
592	0.4704549886
593	0.4703420683
594	0.4701054039
595	0.4699296109
596	0.4695786675
597	0.469439773
598	0.4692556442
599	0.4691668966
600	0.4689667178
601	0.4688183755
602	0.4686329236
603	0.468459542
604	0.4682381316
605	0.4680388706
606	0.4678772908
607	0.4676970583
608	0.4674979364
609	0.4672576804
610	0.467136337
611	0.4669192204
612	0.4666862031
613	0.4664894426
614	0.4663204801
615	0.4661681489
616	0.466056403
617	0.4658788318
618	0.4657709841
619	0.4654968051
620	0.4652156434
621	0.4649000181
622	0.4646782942
623	0.4645559983
624	0.4643623
625	0.4640889186
626	0.4639221652
627	0.4636662073
628	0.4634802255
629	0.463274356
630	0.4630757457
631	0.4629302948
632	0.4627949856
633	0.4626350026
634	0.4624040904
635	0.4621240036
636	0.461779943
637	0.4614430012
638	0.4613297996
639	0.461214034
640	0.4609324212
641	0.4607234765
642	0.4605142573
643	0.4602320745
644	0.4600551584
645	0.4598839986
646	0.4596469402
647	0.4595022195
648	0.4593378814
649	0.4591022694
650	0.4587728039
651	0.4586137805
652	0.4583580978
653	0.4580544572
654	0.4577807621
655	0.4575555033
656	0.4574250677
657	0.4572943192
658	0.4571738181
659	0.4569354319
660	0.4568120885
661	0.4565832845
662	0.4563313702
663	0.4560384384
664	0.4558456124
665	0.4556703153
666	0.4555125564
667	0.4551428835
668	0.4549230083
669	0.4545726696
670	0.4543525077
671	0.4540660027
672	0.4538297191
673	0.4535956078
674	0.4534846719
675	0.4532779487
676	0.453193425
677	0.452993723
678	0.4527885053
679	0.4525697719
680	0.452346577
681	0.4521540341
682	0.4519028765
683	0.4516590014
684	0.4515291328
685	0.4514478631
686	0.4513045218
687	0.4510137798
688	0.4506702689
689	0.4505092853
690	0.4503982617
691	0.4502117961
692	0.45009028
693	0.4498736106
694	0.4497011457
695	0.4496036831
696	0.4494512861
697	0.4492426382
698	0.4489917969
699	0.4488679017
700	0.4486813255
701	0.4484900865
702	0.448325117
703	0.4482339158
704	0.4480413766
705	0.4477079858
706	0.4475668204
707	0.447440373
708	0.4472231746
709	0.4469539065
710	0.4467591123
711	0.4466249892
712	0.4464073748
713	0.4461929314
714	0.4459586238
715	0.4456774858
716	0.4454446741
717	0.4451728297
718	0.4449320297
719	0.4447943683
720	0.444591357
721	0.4444352407
722	0.4442914647
723	0.4440617188
724	0.443846052
725	0.4436029815
726	0.4434341978
727	0.4431887138
728	0.4429600165
729	0.4427818206
730	0.442558657
731	0.4424444807
732	0.4422523207
733	0.4419837875
734	0.4418343306
735	0.4416712925
736	0.4415840458
737	0.4414078477
738	0.4410980636
739	0.4409491883
740	0.4407352358
741	0.4405940457
742	0.4404287807
743	0.4402219341
744	0.4400657144
745	0.4398959808
746	0.4397544344
747	0.4394854041
748	0.4391820622
749	0.4388990925
750	0.4386142113
751	0.4384054633
752	0.4382082205
753	0.4379060909
754	0.4377613272
755	0.4376207493
756	0.4373742168
757	0.437260662
758	0.4371199116
759	0.4370087818
760	0.436839504
761	0.4367367362
762	0.4365146359
763	0.4363340078
764	0.4361816103
765	0.435976101
766	0.4358170947
767	0.4356824731
768	0.4354870485
769	0.4352365444
770	0.4350101247
771	0.4346634895
772	0.4344443896
773	0.4342302028
774	0.4341153497
775	0.4338979876
776	0.4336800242
777	0.4335298351
778	0.4332407312
779	0.4329890127
780	0.432866687
781	0.4326511274
782	0.4325057361
783	0.4323091771
784	0.432007661
785	0.4318491232
786	0.4316053381
787	0.431428157
788	0.4312348053
789	0.431036739
790	0.4309153513
791	0.4306828002
792	0.4305184738
793	0.4302971696
794	0.43000965
795	0.4298763346
796	0.429788878
797	0.429463441
798	0.4291777143
799	0.4289116027
800	0.4287137157
801	0.4286064297
802	0.4284445327
803	0.4282726485
804	0.4281352474
805	0.4280062292
806	0.4277733173
807	0.4275475843
808	0.427313565
809	0.4271199132
810	0.4268581525
811	0.426642185
812	0.4264440134
813	0.426308654
814	0.4261483282
815	0.425949035
816	0.4258240894
817	0.4255972099
818	0.4254390641
819	0.4252917306
820	0.4251462511
821	0.4249641809
822	0.4247983729
823	0.4246956255
824	0.4245886519
825	0.4243757554
826	0.4241525858
827	0.424013517
828	0.4238022074
829	0.4236266527
830	0.4234243036
831	0.4231814726
832	0.4230080995
833	0.4229198538
834	0.4226276992
835	0.4225283656
836	0.4222420029
837	0.4220837989
838	0.4220020144
839	0.4217003339
840	0.4215200329
841	0.4211951133
842	0.4209497706
843	0.4208656385
844	0.4206812566
845	0.4205177289
846	0.4203409029
847	0.4202002701
848	0.4200412952
849	0.4198268896
850	0.4196212614
851	0.4193729446
852	0.4192632299
853	0.41899136
854	0.4188709773
855	0.418600702
856	0.4184242524
857	0.4182023268
858	0.4180694384
859	0.4180174372
860	0.4178522118
861	0.4175726432
862	0.4174080526
863	0.417238726
864	0.4170858466
865	0.4169045152
866	0.4167105297
867	0.4165038604
868	0.4163549229
869	0.41611467
870	0.415834331
871	0.4156310235
872	0.4154825431
873	0.4153168113
874	0.4151436956
875	0.4149362814
876	0.4148228271
877	0.4147443664
878	0.4145185395
879	0.414432861
880	0.4142181871
881	0.4140827338
882	0.4138572901
883	0.413657223
884	0.4134507317
885	0.4132513442
886	0.4130303722
887	0.4128758333
888	0.4127183672
889	0.4125857096
890	0.412423885
891	0.4122599531
892	0.4120490212
893	0.4118336653
894	0.4116792992
895	0.4114353171
896	0.4112144825
897	0.4110500477
898	0.4109233946
899	0.4107742127
900	0.4106142808
901	0.4103677414
902	0.4102440744
903	0.410098898
904	0.4099777479
905	0.4098203207
906	0.4096478923
907	0.4094283755
908	0.4092806634
909	0.4091209567
910	0.4088548116
911	0.4087111051
912	0.4085403023
913	0.4083477859
914	0.4080376503
915	0.4078159275
916	0.4076994332
917	0.4076189717
918	0.4075118691
919	0.4074132824
920	0.4071438854
921	0.4070291782
922	0.4068070803
923	0.4065734652
924	0.4063301878
925	0.4062263476
926	0.4061511683
927	0.4059041844
928	0.4057189088
929	0.4056304453
930	0.4053587221
931	0.4052164413
932	0.4051368201
933	0.4049526461
934	0.404761128
935	0.404585708
936	0.4043807686
937	0.4041555109
938	0.4040081773
939	0.4038297717
940	0.4037293812
941	0.4035839714
942	0.4034861065
943	0.4033528121
944	0.4032094816
945	0.4030445541
946	0.4028540023
947	0.402725635
948	0.4026032131
949	0.4025140511
950	0.4023088586
951	0.4021650568
952	0.4019420703
953	0.4018185981
954	0.4017023885
955	0.4015775394
956	0.4014849835
957	0.4013298956
958	0.401144979
959	0.4008989168
960	0.4006491475
961	0.4004907947
962	0.4003680956
963	0.4001685272
964	0.3999638743
965	0.3998372531
966	0.3996694227
967	0.399549423
968	0.3993280719
969	0.3991727837
970	0.398878585
971	0.3987027914
972	0.3984835817
973	0.3983155906
974	0.3981342259
975	0.3979040024
976	0.39776669
977	0.3976019836
978	0.3975145592
979	0.3974047985
980	0.3972407985
981	0.3971319838
982	0.3969155585
983	0.3967305849
984	0.3965924425
985	0.3963201786
986	0.3962372459
987	0.3961046789
988	0.3959617097
989	0.3957677487
990	0.3955098683
991	0.3953742413
992	0.3952412092
993	0.3951396447
994	0.3950211976
995	0.3948982207
996	0.3948052228
997	0.394659638
998	0.3944908605
999	0.3942912927
1000	0.3941668426
1001	0.3940629902
1002	0.3939475711
1003	0.3938526118
1004	0.3936844092
1005	0.3934843089
1006	0.393376819
1007	0.3931886546
1008	0.3930198113
1009	0.3928859791
1010	0.3927690565
1011	0.3926575857
1012	0.3925257988
1013	0.392340225
1014	0.3922108631
1015	0.3921165767
1016	0.3920119668
1017	0.3918306852
1018	0.3916236329
1019	0.3914208659
1020	0.3911838851
1021	0.3910233981
1022	0.3908359766
1023	0.39058906
1024	0.3904429086
1025	0.3902231216
1026	0.3900637471
1027	0.3899034537
1028	0.3897739443
1029	0.3896956783
1030	0.3895083464
1031	0.3894178226
1032	0.389280145
1033	0.3890857475
1034	0.3889293219
1035	0.3887719718
1036	0.3886213789
1037	0.3884697678
1038	0.3882975098
1039	0.3881454543
1040	0.3880321843
1041	0.3878538427
1042	0.3877939841
1043	0.387612272
1044	0.3874627084
1045	0.3873181614
1046	0.3871433125
1047	0.3869686697
1048	0.3869301788
1049	0.3867326397
1050	0.3865502031
1051	0.3864131837
1052	0.3862079001
1053	0.3860592993
1054	0.3859028955
1055	0.385745475
1056	0.3856027349
1057	0.3853551827
1058	0.3851714657
1059	0.3849882689
1060	0.3847827182
1061	0.3845902704
1062	0.3844013901
1063	0.3842506624
1064	0.3840910193
1065	0.3839073215
1066	0.3837229625
1067	0.3836031006
1068	0.3834531278
1069	0.3833062236
1070	0.3831224503
1071	0.3829500399
1072	0.3827332014
1073	0.3824859503
1074	0.3822986543
1075	0.3820413395
1076	0.3818494438
1077	0.3816263777
1078	0.3815155291
1079	0.381353574
1080	0.3812237319
1081	0.3810699604
1082	0.380964956
1083	0.3808596713
1084	0.3807243501
1085	0.3804645861
1086	0.3803491969
1087	0.380210961
1088	0.3800395921
1089	0.3798438493
1090	0.3797526795
1091	0.3795846156
1092	0.3794687044
1093	0.379325877
1094	0.3791852468
1095	0.379088402
1096	0.378892031
1097	0.3787087861
1098	0.3785808355
1099	0.3783874682
1100	0.3782766732
1101	0.3780911153
1102	0.3778000117
1103	0.3777046414
1104	0.3776046641
1105	0.3773553656
1106	0.377234719
1107	0.3771236054
1108	0.3770090791
1109	0.3768670531
1110	0.3766692736
1111	0.3764799613
1112	0.3763124547
1113	0.376206186
1114	0.3759943257
1115	0.3758707966
1116	0.3756724812
1117	0.3755170947
1118	0.3753009351
1119	0.3751166618
1120	0.3750141815
1121	0.3748354512
1122	0.3746996885
1123	0.3746015728
1124	0.3743956603
1125	0.3742429554
1126	0.3740524694
1127	0.3739420366
1128	0.3737350232
1129	0.3735781586
1130	0.3734546902
1131	0.3733294322
1132	0.3731649035
1133	0.3730264366
1134	0.3729146027
1135	0.3727882597
1136	0.3725675291
1137	0.3724687104
1138	0.3722663006
1139	0.3721308833
1140	0.3719690352
1141	0.3717521353
1142	0.3715712698
1143	0.3714163704
1144	0.3712145205
1145	0.370996648
1146	0.3708200333
1147	0.3705366676
1148	0.3703813194
1149	0.370181899
1150	0.3699381106
1151	0.3697953239
1152	0.3696205184
1153	0.3694903903
1154	0.3693451759
1155	0.3692750421
1156	0.3690469617
1157	0.3688708811
1158	0.3687655734
1159	0.368564936
1160	0.3683599349
1161	0.3682417848
1162	0.3680529155
1163	0.3679196716
1164	0.3677145756
1165	0.3675967188
1166	0.3674568067
1167	0.3672810856
1168	0.3671346894
1169	0.3669782141
1170	0.3668503737
1171	0.3667500148
1172	0.3666191032
1173	0.3664548471
1174	0.3662414039
1175	0.3661189093
1176	0.3659945505
1177	0.3657905869
1178	0.3655951234
1179	0.3654063012
1180	0.3651804728
1181	0.3650182315
1182	0.3647415539
1183	0.3645483762
1184	0.3644909934
1185	0.3643289087
1186	0.3642265595
1187	0.3641409573
1188	0.3638895068
1189	0.3638122803
1190	0.3637431849
1191	0.3636040167
1192	0.3635183508
1193	0.3634376787
1194	0.363200661
1195	0.3630181253
1196	0.3628853054
1197	0.362709285
1198	0.3625874462
1199	0.3623828202
1200	0.3622425811
1201	0.3620584604
1202	0.3619612359
1203	0.3618247064
1204	0.3617379899
1205	0.3616246099
1206	0.3615032145
1207	0.3613843637
1208	0.3612599069
1209	0.36112724
1210	0.3609234256
1211	0.3608367184
1212	0.3606741845
1213	0.3605402546
1214	0.3603328887
1215	0.3602315749
1216	0.3600045411
1217	0.3598208211
1218	0.3597208333
1219	0.3595458709
1220	0.3593790549
1221	0.3592489464
1222	0.3591464953
1223	0.3590311161
1224	0.35891552
1225	0.3587856728
1226	0.3586506336
1227	0.3584776737
1228	0.3583696027
1229	0.3581600597
1230	0.3580687393
1231	0.3579219164
1232	0.3578190943
1233	0.3576907625
1234	0.3575841903
1235	0.3575117424
1236	0.3573365665
1237	0.3572298132
1238	0.3570929442
1239	0.3569230273
1240	0.3568464353
1241	0.3567322441
1242	0.3566085068
1243	0.3564734921
1244	0.3563064449
1245	0.356206484
1246	0.3560212915
1247	0.3558692946
1248	0.3558041772
1249	0.3556189837
1250	0.3555013446
1251	0.3553525203
1252	0.3551927849
1253	0.354993895
1254	0.3548411653
1255	0.3546367389
1256	0.3545568774
1257	0.3544138816
1258	0.3542619338
1259	0.3541650792
1260	0.3540401576
1261	0.3539082798
1262	0.3537960385
1263	0.353713471
1264	0.3535588465
1265	0.3534958303
1266	0.3533657124
1267	0.3531831748
1268	0.353092495
1269	0.3530296193
1270	0.3529389155
1271	0.352825221
1272	0.3526535871
1273	0.35242456
1274	0.3522083374
1275	0.3520896031
1276	0.3520195474
1277	0.3518287439
1278	0.351670084
1279	0.351556753
1280	0.3514040579
1281	0.3512094004
1282	0.3510146159
1283	0.3508705295
1284	0.3507671819
1285	0.3505963031
1286	0.3503664744
1287	0.3501871658
1288	0.3499783829
1289	0.3498425472
1290	0.3497101535
1291	0.3495977333
1292	0.3493480892
1293	0.3492372783
1294	0.349085487
1295	0.3489837392
1296	0.3488933933
1297	0.3487751887
1298	0.3486313298
1299	0.348527394
1300	0.348396875
1301	0.3482888492
1302	0.3481679343
1303	0.3480433931
1304	0.347870051
1305	0.347758849
1306	0.3476617753
1307	0.347518298
1308	0.347439278
1309	0.3473128755
1310	0.347166262
1311	0.3470327861
1312	0.3469203929
1313	0.346812078
1314	0.3467187778
1315	0.3466463995
1316	0.3465087543
1317	0.346310797
1318	0.3461340063
1319	0.3459932111
1320	0.3458653496
1321	0.3457413439
1322	0.3456382468
1323	0.3454937252
1324	0.3453915084
1325	0.3452297517
1326	0.3451076196
1327	0.3449227067
1328	0.3447919621
1329	0.3446628423
1330	0.3444715075
1331	0.3443687163
1332	0.3442422413
1333	0.3441184197
1334	0.3439986866
1335	0.3438707535
1336	0.3437680577
1337	0.3436055154
1338	0.3434820123
1339	0.343351656
1340	0.3432540994
1341	0.3430943466
1342	0.3429766977
1343	0.3428483224
1344	0.3427177513
1345	0.3426097519
1346	0.3424653267
1347	0.3422957801
1348	0.3421372959
1349	0.3419628285
1350	0.341844681
1351	0.3417362466
1352	0.3416231999
1353	0.3415117273
1354	0.3413964902
1355	0.3412530432
1356	0.341098958
1357	0.340993001
1358	0.3408683044
1359	0.3407403488
1360	0.3405494117
1361	0.3404644365
1362	0.3403968634
1363	0.3403312899
1364	0.3402268398
1365	0.3401044017
1366	0.339986537
1367	0.3398649362
1368	0.3397618533
1369	0.3396619196
1370	0.3395289315
1371	0.339422311
1372	0.3392925864
1373	0.3391586778
1374	0.3390547816
1375	0.3389616682
1376	0.3388116042
1377	0.3386413689
1378	0.3384299931
1379	0.3383334488
1380	0.3382496143
1381	0.3380986886
1382	0.337972586
1383	0.3378045686
1384	0.3376555916
1385	0.3375260861
1386	0.3373977003
1387	0.3372707003
1388	0.3371645534
1389	0.3370185422
1390	0.3369117243
1391	0.3368025185
1392	0.3367062817
1393	0.3365612528
1394	0.3365075443
1395	0.3363619286
1396	0.3361843078
1397	0.336015861
1398	0.335841126
1399	0.3357888923
1400	0.3356159296
1401	0.3354782736
1402	0.3353929902
1403	0.3352639621
1404	0.3351096861
1405	0.335027048
1406	0.3348814178
1407	0.3347920862
1408	0.3347053599
1409	0.3346347365
1410	0.3344910444
1411	0.3343843563
1412	0.3342456432
1413	0.3341478783
1414	0.3340391058
1415	0.3338775856
1416	0.3337971594
1417	0.3336144635
1418	0.3335346488
1419	0.3334023002
1420	0.3332557459
1421	0.3331097691
1422	0.332985492
1423	0.3328283722
1424	0.3326962627
1425	0.332580594
1426	0.3324678019
1427	0.3323400235
1428	0.3321603402
1429	0.3320713322
1430	0.331923013
1431	0.3318205166
1432	0.3317321616
1433	0.3316068573
1434	0.3315124089
1435	0.331398998
1436	0.3313093535
1437	0.3312577529
1438	0.3311898735
1439	0.3311153165
1440	0.3309597441
1441	0.3308531084
1442	0.330716106
1443	0.3305794137
1444	0.3304499889
1445	0.3303446945
1446	0.3302382276
1447	0.3301413661
1448	0.3300809112
1449	0.3299281829
1450	0.3298512135
1451	0.3297480833
1452	0.3295350825
1453	0.3294356583
1454	0.3292891403
1455	0.329163837
1456	0.3290683914
1457	0.3290047509
1458	0.3289265673
1459	0.3288320246
1460	0.3287456355
1461	0.3286528458
1462	0.3285627773
1463	0.3284624573
1464	0.3283107559
1465	0.3281534812
1466	0.3280984198
1467	0.3279912109
1468	0.3278949837
1469	0.3278251118
1470	0.3277174818
1471	0.3275951104
1472	0.3275198379
1473	0.3274216697
1474	0.3273353355
1475	0.3272579114
1476	0.3271198894
1477	0.3270698029
1478	0.3269188891
1479	0.3268220667
1480	0.3267545382
1481	0.3266249076
1482	0.3265176647
1483	0.3264108196
1484	0.326308666
1485	0.3262045761
1486	0.3260750927
1487	0.325959298
1488	0.3257703596
1489	0.3256768438
1490	0.3255469267
1491	0.3254645423
1492	0.3253522251
1493	0.325208604
1494	0.3250686601
1495	0.3248917904
1496	0.3247704345
1497	0.3246168925
1498	0.3245136161
1499	0.3244013522
